Reading,seconds_from_UTC_00:00:00],Lon[deg],Lat[deg],CV-0.5m,IV-0.5m
12638,78316.625,-105.07596050,39.01787840,-0.264,-0.250
12639,78316.812,-105.07595900,39.01787986,-0.459,-0.257
12640,78317.015,-105.07595738,39.01788145,0.088,-0.248
12641,78317.203,-105.07595588,39.01788296,-0.889,-0.257
12642,78317.390,-105.07595438,39.01788445,-0.850,-0.253
12643,78317.578,-105.07595288,39.01788596,0.205,-0.236
12644,78317.765,-105.07595138,39.01788745,0.009,-0.244
12645,78317.953,-105.07594988,39.01788896,0.088,-0.249
12646,78318.140,-105.07594866,39.01789031,-1.006,-0.236
12647,78318.328,-105.07594753,39.01789163,-2.530,-0.228
12648,78318.531,-105.07594631,39.01789305,-2.022,-0.215
12649,78318.718,-105.07594519,39.01789436,0.088,-0.207
12650,78318.906,-105.07594406,39.01789568,-0.811,-0.229
12651,78319.093,-105.07594282,39.01789708,-0.498,-0.222
12652,78319.281,-105.07594144,39.01789858,-2.373,-0.223
12653,78319.468,-105.07594007,39.01790008,-2.647,-0.232
12654,78319.671,-105.07593858,39.01790170,-1.905,-0.221
12655,78319.859,-105.07593720,39.01790321,0.166,-0.220
12656,78320.045,-105.07593586,39.01790474,0.556,-0.231
12657,78320.227,-105.07593462,39.01790641,-0.420,-0.220
12658,78320.424,-105.07593327,39.01790822,-2.764,-0.243
12659,78320.591,-105.07593213,39.01790975,-2.491,-0.247
12660,78320.772,-105.07593089,39.01791141,-0.537,-0.235
12661,78320.970,-105.07592954,39.01791322,0.556,-0.233
12662,78321.159,-105.07592854,39.01791490,0.283,-0.239
12663,78321.350,-105.07592759,39.01791659,0.127,-0.233
12664,78321.540,-105.07592664,39.01791827,-1.631,-0.240
12665,78321.746,-105.07592560,39.01792009,-2.217,-0.244
12666,78321.921,-105.07592473,39.01792163,-0.694,-0.243
12667,78322.114,-105.07592363,39.01792318,-0.264,-0.253
12668,78322.323,-105.07592234,39.01792476,-1.045,-0.253
12669,78322.516,-105.07592115,39.01792620,-2.217,-0.226
12670,78322.710,-105.07591995,39.01792766,-1.944,-0.204
12671,78322.903,-105.07591876,39.01792911,-1.436,-0.166
12672,78323.109,-105.07591757,39.01793074,-0.342,-0.156
12673,78323.297,-105.07591653,39.01793231,0.127,-0.189
12674,78323.469,-105.07591559,39.01793374,0.009,-0.211
12675,78323.672,-105.07591447,39.01793543,-0.186,-0.225
12676,78323.859,-105.07591344,39.01793699,-0.889,-0.238
12677,78324.047,-105.07591246,39.01793854,-0.772,-0.220
12678,78324.234,-105.07591165,39.01794004,0.166,-0.215
12679,78324.437,-105.07591077,39.01794166,-0.147,-0.231
12680,78324.625,-105.07590996,39.01794317,-0.498,-0.233
12681,78324.812,-105.07590915,39.01794466,-1.319,-0.247
12682,78325.000,-105.07590833,39.01794617,-1.709,-0.262
12683,78325.184,-105.07590747,39.01794773,-0.928,-0.259
12684,78325.369,-105.07590661,39.01794930,-0.928,-0.262
12685,78325.569,-105.07590568,39.01795100,-1.436,-0.256
12686,78325.754,-105.07590481,39.01795258,-1.358,-0.245
12687,78325.938,-105.07590396,39.01795414,-2.139,-0.266
12688,78326.109,-105.07590310,39.01795559,-2.139,-0.276
12689,78326.312,-105.07590205,39.01795732,-0.772,-0.261
12690,78326.500,-105.07590108,39.01795892,-0.850,-0.263
12691,78326.687,-105.07590012,39.01796051,-1.319,-0.267
12692,78326.890,-105.07589907,39.01796223,-1.748,-0.282
12693,78327.078,-105.07589806,39.01796376,-2.569,-0.297
12694,78327.265,-105.07589700,39.01796520,-0.303,-0.267
12695,78327.453,-105.07589593,39.01796664,-0.342,-0.282
12696,78327.640,-105.07589487,39.01796807,-0.498,-0.289
12697,78327.828,-105.07589381,39.01796951,-0.772,-0.281
12698,78328.015,-105.07589276,39.01797096,-1.514,-0.285
12699,78328.203,-105.07589185,39.01797253,-1.084,-0.275
12700,78328.406,-105.07589087,39.01797422,-0.030,-0.264
12701,78328.593,-105.07588997,39.01797578,-0.225,-0.272
12702,78328.781,-105.07588906,39.01797734,-0.694,-0.274
12703,78328.968,-105.07588815,39.01797890,-1.748,-0.277
12704,78329.159,-105.07588692,39.01798043,-3.428,-0.292
12705,78329.349,-105.07588562,39.01798196,-3.194,-0.293
12706,78329.555,-105.07588421,39.01798361,-1.514,-0.276
12707,78329.746,-105.07588290,39.01798513,-1.280,-0.277
12708,78329.936,-105.07588160,39.01798665,-1.436,-0.271
12709,78330.123,-105.07588016,39.01798815,-1.592,-0.269
12710,78330.307,-105.07587866,39.01798962,-1.201,-0.267
12711,78330.492,-105.07587715,39.01799110,-0.108,-0.255
12712,78330.676,-105.07587564,39.01799258,-0.576,-0.262
12713,78330.877,-105.07587400,39.01799418,-1.084,-0.265
12714,78331.058,-105.07587267,39.01799562,-1.241,-0.272
12715,78331.235,-105.07587167,39.01799701,-1.280,-0.276
12716,78331.427,-105.07587058,39.01799851,-0.381,-0.255
12717,78331.603,-105.07586959,39.01799989,-1.475,-0.258
12718,78331.765,-105.07586867,39.01800116,-1.241,-0.259
12719,78331.942,-105.07586766,39.01800254,-1.514,-0.262
12720,78332.146,-105.07586634,39.01800392,-2.022,-0.271
12721,78332.338,-105.07586502,39.01800514,-2.178,-0.276
12722,78332.533,-105.07586369,39.01800637,-1.084,-0.267
12723,78332.725,-105.07586238,39.01800759,-1.397,-0.267
12724,78332.935,-105.07586094,39.01800892,-1.241,-0.254
12725,78333.109,-105.07585970,39.01801028,-3.116,-0.250
12726,78333.312,-105.07585821,39.01801204,-3.897,-0.258
12727,78333.500,-105.07585683,39.01801367,-0.967,-0.249
12728,78333.687,-105.07585546,39.01801529,1.142,-0.260
12729,78333.875,-105.07585408,39.01801692,0.166,-0.271
12730,78334.062,-105.07585273,39.01801855,-2.491,-0.251
12731,78334.265,-105.07585131,39.01802034,-1.397,-0.260
12732,78334.453,-105.07585000,39.01802200,-1.201,-0.274
12733,78334.625,-105.07584879,39.01802352,-0.069,-0.255
12734,78334.828,-105.07584737,39.01802531,0.595,-0.240
12735,78335.015,-105.07584608,39.01802695,-0.225,-0.249
12736,78335.203,-105.07584495,39.01802839,-0.459,-0.215
12737,78335.406,-105.07584373,39.01802995,-4.248,-0.245
12738,78335.578,-105.07584270,39.01803126,-4.756,-0.259
12739,78335.781,-105.07584148,39.01803282,-2.100,-0.247
12740,78335.953,-105.07584045,39.01803414,-1.280,-0.250
12741,78336.156,-105.07583897,39.01803588,-1.006,-0.240
12742,78336.344,-105.07583753,39.01803754,-2.178,-0.220
12743,78336.531,-105.07583610,39.01803919,-2.803,-0.233
12744,78336.719,-105.07583465,39.01804085,-2.139,-0.249
12745,78336.922,-105.07583310,39.01804264,-1.553,-0.250
12746,78337.106,-105.07583192,39.01804423,-1.983,-0.249
12747,78337.273,-105.07583100,39.01804565,-2.217,-0.207
12748,78337.469,-105.07582992,39.01804732,-2.998,-0.189
12749,78337.652,-105.07582892,39.01804887,-3.076,-0.196
12750,78337.833,-105.07582792,39.01805042,-1.475,-0.190
12751,78338.017,-105.07582691,39.01805199,0.127,-0.215
12752,78338.216,-105.07582581,39.01805385,-0.576,-0.237
12753,78338.433,-105.07582462,39.01805587,-0.889,-0.256
12754,78338.633,-105.07582352,39.01805774,-1.358,-0.256
12755,78338.833,-105.07582242,39.01805960,-0.928,-0.227
12756,78339.031,-105.07582131,39.01806139,-0.928,-0.189
12757,78339.218,-105.07582019,39.01806273,-0.030,-0.197
12758,78339.406,-105.07581906,39.01806408,-0.186,-0.209
12759,78339.609,-105.07581785,39.01806553,-0.420,-0.206
12760,78339.796,-105.07581672,39.01806687,-2.139,-0.230
12761,78340.000,-105.07581550,39.01806833,-3.037,-0.226
12762,78340.154,-105.07581435,39.01806972,-2.491,-0.221
12763,78340.354,-105.07581285,39.01807152,-1.123,-0.225
12764,78340.538,-105.07581147,39.01807317,-1.006,-0.231
12765,78340.723,-105.07581008,39.01807484,-2.295,-0.233
12766,78340.923,-105.07580858,39.01807664,-3.858,-0.253
12767,78341.105,-105.07580719,39.01807830,-3.428,-0.253
12768,78341.299,-105.07580571,39.01808007,-1.241,-0.231
12769,78341.448,-105.07580457,39.01808144,-1.553,-0.242
12770,78341.642,-105.07580308,39.01808322,-1.162,-0.227
12771,78341.821,-105.07580170,39.01808486,-2.256,-0.233
12772,78342.000,-105.07580033,39.01808650,-2.334,-0.244
12773,78342.220,-105.07579890,39.01808822,-1.201,-0.230
12774,78342.424,-105.07579758,39.01808982,-0.225,-0.224
12775,78342.627,-105.07579626,39.01809141,-0.303,-0.244
12776,78342.847,-105.07579483,39.01809314,-1.045,-0.240
12777,78343.031,-105.07579358,39.01809459,-1.358,-0.242
12778,78343.216,-105.07579207,39.01809617,-2.061,-0.247
12779,78343.415,-105.07579044,39.01809786,0.166,-0.211
12780,78343.599,-105.07578894,39.01809943,0.517,-0.214
12781,78343.784,-105.07578743,39.01810100,-0.069,-0.233
12782,78343.969,-105.07578592,39.01810257,-1.475,-0.237
12783,78344.156,-105.07578450,39.01810406,-2.530,-0.255
12784,78344.343,-105.07578309,39.01810552,-1.748,-0.262
12785,78344.531,-105.07578168,39.01810699,-0.381,-0.254
12786,78344.718,-105.07578028,39.01810846,-1.319,-0.255
12787,78344.921,-105.07577876,39.01811005,-0.967,-0.256
12788,78345.107,-105.07577740,39.01811149,-0.850,-0.238
12789,78345.292,-105.07577608,39.01811290,-2.256,-0.254
12790,78345.493,-105.07577464,39.01811444,-2.139,-0.253
12791,78345.677,-105.07577332,39.01811586,0.361,-0.226
12792,78345.846,-105.07577210,39.01811716,0.166,-0.233
12793,78346.049,-105.07577081,39.01811866,-0.303,-0.242
12794,78346.243,-105.07577003,39.01811995,-0.030,-0.220
12795,78346.436,-105.07576926,39.01812124,-3.233,-0.246
12796,78346.645,-105.07576842,39.01812263,-3.545,-0.251
12797,78346.839,-105.07576764,39.01812393,-1.358,-0.214
12798,78347.031,-105.07576683,39.01812519,0.244,-0.215
12799,78347.200,-105.07576590,39.01812627,0.049,-0.223
12800,78347.400,-105.07576480,39.01812753,-0.498,-0.202
12801,78347.585,-105.07576378,39.01812870,-1.983,-0.212
12802,78347.769,-105.07576277,39.01812987,-2.373,-0.213
12803,78347.969,-105.07576167,39.01813113,-0.889,-0.189
12804,78348.156,-105.07576069,39.01813237,-0.420,-0.191
12805,78348.343,-105.07575973,39.01813362,-0.498,-0.207
12806,78348.515,-105.07575884,39.01813477,-0.733,-0.195
12807,78348.718,-105.07575779,39.01813612,-0.967,-0.199
12808,78348.906,-105.07575682,39.01813737,-1.826,-0.201
12809,78349.095,-105.07575577,39.01813866,-1.553,-0.177
12810,78349.301,-105.07575453,39.01814011,0.517,-0.166
12811,78349.492,-105.07575338,39.01814144,-0.342,-0.183
12812,78349.682,-105.07575224,39.01814277,-0.069,-0.163
12813,78349.889,-105.07575100,39.01814422,-3.350,-0.186
12814,78350.061,-105.07574993,39.01814536,-3.389,-0.199
12815,78350.246,-105.07574869,39.01814644,-2.334,-0.193
12816,78350.430,-105.07574747,39.01814751,-0.967,-0.188
12817,78350.615,-105.07574623,39.01814859,-0.303,-0.196
12818,78350.815,-105.07574490,39.01814975,-0.811,-0.195
12819,78351.000,-105.07574367,39.01815083,-3.311,-0.190
12820,78351.184,-105.07574305,39.01815105,-4.366,-0.185
12821,78351.369,-105.07574244,39.01815126,-3.741,-0.159
12822,78351.554,-105.07574182,39.01815148,-1.475,-0.124
12823,78351.739,-105.07574120,39.01815170,0.556,-0.102
12824,78351.923,-105.07574059,39.01815191,2.392,-0.062
12825,78377.172,-105.07573414,39.01811511,-1.436,-0.143
12826,78377.359,-105.07573501,39.01811415,-1.475,-0.185
12827,78377.562,-105.07573596,39.01811310,-1.397,-0.203
12828,78377.750,-105.07573683,39.01811213,-2.100,-0.191
12829,78377.922,-105.07573764,39.01811124,-2.373,-0.192
12830,78378.109,-105.07573838,39.01811009,-1.787,-0.181
12831,78378.312,-105.07573909,39.01810870,-0.420,-0.153
12832,78378.500,-105.07573975,39.01810742,-0.342,-0.182
12833,78378.703,-105.07574046,39.01810603,-0.342,-0.197
12834,78378.891,-105.07574112,39.01810474,-0.655,-0.195
12835,78379.078,-105.07574214,39.01810349,-1.280,-0.204
12836,78379.266,-105.07574367,39.01810227,-1.787,-0.178
12837,78379.453,-105.07574520,39.01810106,-0.420,-0.163
12838,78379.641,-105.07574673,39.01809983,-0.342,-0.182
12839,78379.828,-105.07574826,39.01809862,-0.772,-0.172
12840,78380.015,-105.07574979,39.01809741,-1.748,-0.188
12841,78380.206,-105.07575142,39.01809623,-2.764,-0.196
12842,78380.382,-105.07575292,39.01809514,-1.631,-0.150
12843,78380.559,-105.07575442,39.01809405,-0.537,-0.150
12844,78380.721,-105.07575580,39.01809305,-0.889,-0.170
12845,78380.912,-105.07575742,39.01809187,-0.850,-0.157
12846,78381.097,-105.07575885,39.01809057,-3.819,-0.188
12847,78381.307,-105.07576031,39.01808893,-4.405,-0.191
12848,78381.501,-105.07576167,39.01808741,-3.311,-0.180
12849,78381.693,-105.07576302,39.01808590,-1.826,-0.193
12850,78381.888,-105.07576438,39.01808438,-1.280,-0.190
12851,78382.064,-105.07576555,39.01808300,-2.061,-0.170
12852,78382.270,-105.07576679,39.01808138,-2.608,-0.195
12853,78382.460,-105.07576793,39.01807990,-3.155,-0.197
12854,78382.666,-105.07576916,39.01807828,-1.631,-0.183
12855,78382.857,-105.07577031,39.01807679,-0.147,-0.197
12856,78383.047,-105.07577154,39.01807529,-0.694,-0.209
12857,78383.238,-105.07577307,39.01807376,-0.850,-0.203
12858,78383.428,-105.07577459,39.01807224,-1.475,-0.220
12859,78383.619,-105.07577612,39.01807072,-1.514,-0.209
12860,78383.809,-105.07577764,39.01806920,-0.616,-0.192
12861,78384.016,-105.07577925,39.01806754,-0.264,-0.211
12862,78384.200,-105.07578023,39.01806600,-0.498,-0.216
12863,78384.385,-105.07578122,39.01806446,-0.850,-0.215
12864,78384.569,-105.07578220,39.01806293,-1.006,-0.229
12865,78384.754,-105.07578319,39.01806138,-0.889,-0.188
12866,78384.938,-105.07578417,39.01805985,-0.381,-0.154
12867,78385.116,-105.07578520,39.01805835,0.869,-0.172
12868,78385.304,-105.07578633,39.01805675,0.400,-0.108
12869,78385.478,-105.07578737,39.01805527,0.752,-0.023
12870,78385.652,-105.07578841,39.01805379,0.166,0.009
12871,78385.840,-105.07578954,39.01805219,-0.108,0.067
12872,78386.000,-105.07579050,39.01805083,0.166,0.065
12873,78386.203,-105.07579141,39.01804931,0.166,0.002
12874,78386.407,-105.07579233,39.01804778,0.166,-0.008
12875,78386.627,-105.07579332,39.01804613,-1.709,-0.045
12876,78386.830,-105.07579423,39.01804461,-0.537,-0.041
12877,78387.031,-105.07579517,39.01804312,2.275,0.079
12878,78387.218,-105.07579620,39.01804184,1.181,0.071
12879,78387.421,-105.07579732,39.01804046,-0.030,0.024
12880,78387.609,-105.07579835,39.01803917,-0.420,0.001
12881,78387.781,-105.07579930,39.01803800,-1.084,-0.059
12882,78387.968,-105.07580032,39.01803672,-1.045,-0.081
12883,78388.171,-105.07580178,39.01803502,1.845,-0.052
12884,78388.359,-105.07580319,39.01803339,1.845,-0.075
12885,78388.562,-105.07580472,39.01803163,0.478,-0.087
12886,78388.750,-105.07580612,39.01803000,-0.030,-0.071
12887,78388.937,-105.07580753,39.01802838,-0.655,-0.092
12888,78389.111,-105.07580878,39.01802687,0.166,-0.042
12889,78389.301,-105.07581011,39.01802523,0.049,0.021
12890,78389.508,-105.07581156,39.01802343,-0.069,-0.002
12891,78389.698,-105.07581289,39.01802178,-0.342,-0.009
12892,78389.904,-105.07581433,39.01801999,-1.201,-0.079
12893,78390.086,-105.07581559,39.01801848,-1.201,-0.159
12894,78390.257,-105.07581676,39.01801711,0.674,-0.184
12895,78390.429,-105.07581793,39.01801574,1.845,-0.212
12896,78390.586,-105.07581900,39.01801448,0.634,-0.206
12897,78390.771,-105.07582027,39.01801299,-0.186,-0.137
12898,78390.942,-105.07582144,39.01801163,-1.123,-0.123
12899,78391.136,-105.07582276,39.01801010,-1.397,-0.106
12900,78391.356,-105.07582426,39.01800838,0.283,-0.056
12901,78391.559,-105.07582565,39.01800679,0.595,-0.089
12902,78391.762,-105.07582704,39.01800519,-0.030,-0.113
12903,78391.949,-105.07582832,39.01800373,-0.186,-0.108
12904,78392.156,-105.07582973,39.01800245,-0.733,-0.142
12905,78392.343,-105.07583101,39.01800139,-0.459,-0.167
12906,78392.531,-105.07583230,39.01800032,0.752,-0.154
12907,78392.734,-105.07583368,39.01799917,-8.116,-0.069
12908,78392.921,-105.07583496,39.01799811,-14.522,0.039
12909,78393.111,-105.07583626,39.01799689,-9.951,0.014
12910,78393.301,-105.07583756,39.01799556,-7.334,-0.064
12911,78393.492,-105.07583886,39.01799422,-5.303,-0.051
12912,78393.682,-105.07584016,39.01799289,-2.959,-0.043
12913,78393.873,-105.07584147,39.01799156,-1.241,-0.126
12914,78394.062,-105.07584276,39.01799016,-0.576,-0.179
12915,78394.266,-105.07584415,39.01798849,0.127,-0.221
12916,78394.453,-105.07584543,39.01798697,-0.655,-0.225
12917,78394.656,-105.07584682,39.01798531,0.752,-0.183
12918,78394.828,-105.07584799,39.01798390,1.963,-0.193
12919,78395.014,-105.07584927,39.01798237,2.549,-0.190
12920,78395.183,-105.07585048,39.01798079,0.088,-0.150
12921,78395.366,-105.07585179,39.01797908,-0.303,-0.102
12922,78395.536,-105.07585301,39.01797750,-0.772,-0.113
12923,78395.704,-105.07585421,39.01797593,-0.655,-0.098
12924,78395.874,-105.07585543,39.01797434,0.361,-0.117
12925,78396.053,-105.07585668,39.01797266,0.205,-0.166
12926,78396.264,-105.07585805,39.01797062,-0.537,-0.177
12927,78396.474,-105.07585941,39.01796859,-1.084,-0.172
12928,78396.685,-105.07586078,39.01796655,-1.045,-0.173
12929,78396.912,-105.07586226,39.01796435,-0.420,-0.131
12930,78397.109,-105.07586352,39.01796254,0.713,-0.104
12931,78397.312,-105.07586481,39.01796074,1.650,-0.156
12932,78397.484,-105.07586590,39.01795922,1.025,-0.184
12933,78397.672,-105.07586709,39.01795756,-3.389,-0.192
12934,78397.859,-105.07586827,39.01795591,-4.092,-0.191
12935,78398.062,-105.07586955,39.01795419,-1.436,-0.155
12936,78398.250,-105.07587071,39.01795275,0.322,-0.162
12937,78398.437,-105.07587186,39.01795132,0.361,-0.186
12938,78398.641,-105.07587312,39.01794975,-0.186,-0.162
12939,78398.828,-105.07587427,39.01794832,-1.826,-0.186
12940,78399.000,-105.07587533,39.01794700,-2.256,-0.180
12941,78399.181,-105.07587654,39.01794549,-0.655,-0.123
12942,78399.379,-105.07587786,39.01794384,-0.069,-0.132
12943,78399.561,-105.07587907,39.01794233,-0.342,-0.148
12944,78399.743,-105.07588029,39.01794081,-1.280,-0.136
12945,78399.940,-105.07588160,39.01793917,-3.037,-0.182
12946,78400.121,-105.07588283,39.01793768,-2.295,-0.166
12947,78400.288,-105.07588397,39.01793631,-1.006,-0.131
12948,78400.470,-105.07588521,39.01793482,0.009,-0.159
12949,78400.667,-105.07588656,39.01793322,0.127,-0.146
12950,78400.849,-105.07588780,39.01793174,-1.826,-0.155
12951,78401.034,-105.07588911,39.01793020,-3.428,-0.198
12952,78401.246,-105.07589089,39.01792832,-2.256,-0.185
12953,78401.442,-105.07589252,39.01792659,-1.045,-0.151
12954,78401.623,-105.07589402,39.01792500,-0.030,-0.188
12955,78401.835,-105.07589580,39.01792312,-0.069,-0.183
12956,78402.031,-105.07589737,39.01792146,-0.733,-0.165
12957,78402.215,-105.07589856,39.01792020,-1.592,-0.192
12958,78402.415,-105.07589986,39.01791883,-2.061,-0.202
12959,78402.600,-105.07590107,39.01791757,0.556,-0.204
12960,78402.784,-105.07590226,39.01791631,0.400,-0.225
12961,78402.985,-105.07590357,39.01791493,1.259,-0.192
12962,78403.143,-105.07590445,39.01791369,0.478,-0.170
12963,78403.349,-105.07590559,39.01791204,-0.616,-0.192
12964,78403.539,-105.07590663,39.01791052,-0.889,-0.195
12965,78403.746,-105.07590777,39.01790886,0.791,-0.175
12966,78403.936,-105.07590881,39.01790735,0.478,-0.208
12967,78404.120,-105.07590968,39.01790574,-0.186,-0.230
12968,78404.298,-105.07591046,39.01790410,-0.342,-0.234
12969,78404.478,-105.07591124,39.01790245,0.088,-0.238
12970,78404.657,-105.07591201,39.01790081,-0.772,-0.248
12971,78404.837,-105.07591279,39.01789917,-1.006,-0.252
12972,78405.031,-105.07591366,39.01789739,-0.655,-0.251
12973,78405.212,-105.07591460,39.01789576,-0.459,-0.243
12974,78405.394,-105.07591554,39.01789412,-1.280,-0.228
12975,78405.576,-105.07591647,39.01789249,-3.389,-0.238
12976,78405.758,-105.07591742,39.01789085,-4.366,-0.237
12977,78405.939,-105.07591835,39.01788922,-2.998,-0.212
12978,78406.136,-105.07591953,39.01788770,-1.162,-0.205
12979,78406.356,-105.07592092,39.01788612,-0.733,-0.214
12980,78406.559,-105.07592220,39.01788466,0.244,-0.215
12981,78406.762,-105.07592350,39.01788320,-0.420,-0.215
12982,78406.965,-105.07592478,39.01788175,-0.850,-0.202
12983,78407.171,-105.07592623,39.01788013,1.416,-0.156
12984,78407.343,-105.07592746,39.01787876,1.416,-0.187
12985,78407.531,-105.07592881,39.01787725,1.259,-0.221
12986,78407.734,-105.07593026,39.01787563,0.830,-0.211
12987,78407.921,-105.07593160,39.01787413,0.166,-0.211
12988,78408.111,-105.07593300,39.01787265,0.713,-0.187
12989,78408.317,-105.07593454,39.01787107,2.705,-0.159
12990,78408.508,-105.07593598,39.01786960,1.377,-0.195
12991,78408.682,-105.07593728,39.01786827,1.572,-0.184
12992,78408.873,-105.07593871,39.01786681,-0.420,-0.188
12993,78409.062,-105.07594014,39.01786534,-2.881,-0.213
12994,78409.266,-105.07594171,39.01786371,-2.334,-0.203
12995,78409.453,-105.07594314,39.01786221,-1.241,-0.205
12996,78409.656,-105.07594470,39.01786059,-0.342,-0.222
12997,78409.828,-105.07594601,39.01785921,-0.069,-0.200
12998,78410.028,-105.07594760,39.01785758,-1.553,-0.186
12999,78410.183,-105.07594910,39.01785616,-2.764,-0.190
13000,78410.353,-105.07595074,39.01785460,0.869,-0.160
13001,78410.536,-105.07595251,39.01785292,2.744,-0.169
13002,78410.704,-105.07595414,39.01785138,1.806,-0.197
13003,78410.874,-105.07595578,39.01784982,0.986,-0.202
13004,78411.052,-105.07595745,39.01784825,-0.420,-0.224
13005,78411.276,-105.07595939,39.01784646,-0.186,-0.229
13006,78411.465,-105.07596103,39.01784494,0.674,-0.207
13007,78411.673,-105.07596283,39.01784329,-0.772,-0.230
13008,78411.896,-105.07596477,39.01784150,-0.303,-0.213
13009,78412.092,-105.07596638,39.01783990,-0.616,-0.204
13010,78412.277,-105.07596784,39.01783836,-0.850,-0.216
13011,78412.477,-105.07596940,39.01783669,-0.616,-0.219
13012,78412.661,-105.07597085,39.01783516,0.049,-0.222
13013,78412.831,-105.07597217,39.01783375,-1.241,-0.246
13014,78413.031,-105.07597376,39.01783209,-1.123,-0.235
13015,78413.222,-105.07597535,39.01783063,-1.201,-0.237
13016,78413.412,-105.07597693,39.01782917,-0.850,-0.231
13017,78413.619,-105.07597866,39.01782759,0.713,-0.191
13018,78413.809,-105.07598024,39.01782613,0.009,-0.201
13019,78414.000,-105.07598183,39.01782467,-0.576,-0.222
13020,78414.184,-105.07598328,39.01782328,-0.420,-0.201
13021,78414.369,-105.07598473,39.01782190,-0.616,-0.218
13022,78414.554,-105.07598617,39.01782051,-0.381,-0.210
13023,78414.739,-105.07598762,39.01781912,0.478,-0.190
13024,78414.923,-105.07598906,39.01781774,0.634,-0.211
13025,78415.121,-105.07599047,39.01781612,0.439,-0.209
13026,78415.304,-105.07599169,39.01781454,-1.123,-0.211
13027,78415.485,-105.07599290,39.01781296,-1.983,-0.230
13028,78415.667,-105.07599412,39.01781138,-0.772,-0.209
13029,78415.849,-105.07599532,39.01780981,1.181,-0.191
13030,78416.034,-105.07599652,39.01780823,0.830,-0.214
13031,78416.246,-105.07599773,39.01780649,0.049,-0.204
13032,78416.442,-105.07599884,39.01780489,-1.475,-0.217
13033,78416.639,-105.07599996,39.01780328,-1.553,-0.219
13034,78416.835,-105.07600107,39.01780168,-0.225,-0.202
13035,78417.045,-105.07600223,39.01779998,0.595,-0.211
13036,78417.211,-105.07600309,39.01779868,0.556,-0.204
13037,78417.408,-105.07600411,39.01779713,0.595,-0.155
13038,78417.591,-105.07600505,39.01779571,-1.436,-0.173
13039,78417.772,-105.07600599,39.01779429,-2.061,-0.196
13040,78417.954,-105.07600693,39.01779286,-1.319,-0.195
13041,78418.142,-105.07600762,39.01779134,0.009,-0.207
13042,78418.350,-105.07600827,39.01778964,0.439,-0.230
13043,78418.523,-105.07600882,39.01778823,0.478,-0.233
13044,78418.714,-105.07600943,39.01778667,-1.787,-0.257
13045,78418.921,-105.07601008,39.01778498,-3.350,-0.270
13046,78419.105,-105.07601109,39.01778363,-3.780,-0.277
13047,78419.284,-105.07601237,39.01778244,-2.569,-0.269
13048,78419.463,-105.07601365,39.01778125,-1.748,-0.260
13049,78419.642,-105.07601493,39.01778005,-1.553,-0.249
13050,78419.821,-105.07601622,39.01777886,-1.397,-0.234
13051,78420.000,-105.07601750,39.01777767,-1.748,-0.217
13052,78420.185,-105.07601901,39.01777628,-1.358,-0.203
13053,78420.385,-105.07602064,39.01777478,-0.069,-0.195
13054,78420.569,-105.07602215,39.01777340,-0.342,-0.205
13055,78420.769,-105.07602378,39.01777190,-0.694,-0.212
13056,78420.954,-105.07602529,39.01777051,-0.576,-0.210
13057,78421.152,-105.07602691,39.01776895,-0.694,-0.199
13058,78421.356,-105.07602857,39.01776732,-1.280,-0.201
13059,78421.542,-105.07603010,39.01776583,-1.436,-0.219
13060,78421.762,-105.07603189,39.01776407,-1.748,-0.240
13061,78421.965,-105.07603355,39.01776244,-1.241,-0.240
13062,78422.154,-105.07603499,39.01776109,-1.123,-0.244
13063,78422.354,-105.07603649,39.01775969,-1.826,-0.260
13064,78422.538,-105.07603787,39.01775840,-1.709,-0.262
13065,78422.707,-105.07603914,39.01775721,0.322,-0.246
13066,78422.907,-105.07604064,39.01775581,-0.147,-0.264
13067,78423.095,-105.07604208,39.01775453,0.049,-0.266
13068,78423.285,-105.07604357,39.01775326,0.127,-0.268
13069,78423.476,-105.07604506,39.01775199,-0.420,-0.276
13070,78423.682,-105.07604668,39.01775062,-0.381,-0.267
13071,78423.873,-105.07604817,39.01774935,0.166,-0.251
13072,78424.045,-105.07604944,39.01774819,0.009,-0.259
13073,78424.231,-105.07605055,39.01774692,0.049,-0.260
13074,78424.431,-105.07605175,39.01774556,0.088,-0.250
13075,78424.616,-105.07605286,39.01774429,-0.850,-0.261
13076,78424.816,-105.07605406,39.01774293,-1.162,-0.259
13077,78425.000,-105.07605517,39.01774167,-0.850,-0.244
13078,78425.167,-105.07605611,39.01774105,0.322,-0.242
13079,78425.348,-105.07605714,39.01774039,0.674,-0.238
13080,78425.500,-105.07605800,39.01773983,0.166,-0.215
13081,78425.667,-105.07605894,39.01773922,-0.459,-0.218
13082,78425.834,-105.07605989,39.01773861,-0.928,-0.194
13083,78487.063,-105.07603894,39.01777998,5.244,-0.079
13084,78487.250,-105.07603825,39.01778092,4.111,-0.142
13085,78487.438,-105.07603756,39.01778186,3.525,-0.161
13086,78487.625,-105.07603688,39.01778279,2.314,-0.181
13087,78487.813,-105.07603619,39.01778373,0.674,-0.184
13088,78488.017,-105.07603540,39.01778477,0.205,-0.178
13089,78488.214,-105.07603425,39.01778602,0.049,-0.191
13090,78488.393,-105.07603321,39.01778716,0.322,-0.208
13091,78488.590,-105.07603206,39.01778840,0.517,-0.201
